Folder,Depth,d,E,v,phi,psi,c,sv,sh,Delft_inf,Delft_sug,Exists,yield_angle,yield_stress,yield_strain
Disp_125,45,2310.06,42759000,0.264617,24.5950681973484,15.9961,4999.99992671142,1019.775987,595.342644099675,4286.25025763785,4272.65777875506,1,NaN,Inf,Inf
Disp_1250,34,1968.83,80755600,0.320768,24.8371791643662,13.3717,4999.99885116661,656.6835582,380.849507000684,3786.27757545295,3729.20780609907,1,NaN,Inf,Inf
Disp_1251,48,2384.75,80944000,0.377947,28.6672695573377,16.4146,5000.00017334595,1122.93108,584.235948053644,6098.98887762865,6073.3236341681,1,NaN,Inf,Inf
Disp_1252,19,2200.92,96832100,0.365868,26.5812106686759,17.5679,5000.00037037355,410.2294788,226.665801019241,3062.42809986094,2829.28539739854,1,NaN,Inf,Inf
Disp_1253,30,1648.62,91627500,0.326632,31.0202974295971,16.5008,5000.00166531151,485.188866,235.150810934902,3964.97182022224,3857.4342142016,1,-25,2805.63708706905,0.251446396112442
Disp_1254,41,2370.06,85564900,0.352801,34.3127536515309,12.6147,5000.0060846616,953.2618326,415.898682304925,6501.25168889607,6456.44119757624,1,NaN,Inf,Inf
Disp_1255,8,1610.35,86565200,0.282787,42.3107061054117,12.7761,5000.00034680606,126.380268,41.3073012637154,2402.45030977583,1332.58438374638,1,40,211.147569345403,0.00497090490534902
Disp_1256,8,1952.75,81309000,0.325192,34.3110711549534,18.8125,5000.00610990915,153.25182,66.8659661108913,2043.37563767485,1242.54875434005,1,-25,1280.75549113703,0.12366408854723
Disp_1257,6,1907.84,49027400,0.358533,21.401051755993,17.2781,4999.99749920397,112.2954624,71.3195359462594,831.553297385032,486.863996285447,1,45,407.43750066565,0.115840002894402
Disp_1258,12,1845.73,42709600,0.270007,23.230935630686,17.2517,4999.99648736058,217.2793356,131.576083035187,1388.60087821839,1189.42576270177,1,60,1449.02611122212,0.832159042358398
Disp_1259,14,2255.3,34804100,0.383166,25.682753552978,19.1196,4999.99725800699,309.742902,175.504096543977,1782.52270989525,1662.45642818468,1,45,2591.52886300483,1
Disp_126,20,1925.11,63120400,0.259442,21.491948375015,19.468,4999.9958952218,377.706582,239.326042528926,2118.62597863537,1997.46800249177,1,-90,8582.31174875151,1.99502909183502
Disp_1260,15,2098.46,59078200,0.256228,23.5600255370645,16.5602,4999.99738815241,308.788389,185.362705014589,1974.99652122074,1773.37826841374,1,65,2361.66373820207,1.03749001026154
Disp_1261,35,2152.62,51683700,0.257033,29.627404741295,14.0493,4999.9950843287,739.102077,373.721280008777,4214.00713722262,4179.2764941971,1,NaN,Inf,Inf
Disp_1262,38,2159.12,84399500,0.382325,39.2023243568971,18.593,5000.00189109185,804.8767536,296.145757235175,6437.73417571826,6381.31073302384,1,NaN,Inf,Inf
Disp_1263,49,2209.32,70485300,0.290804,23.0103399012014,12.8856,5000.00021452044,1061.9980308,646.865930263481,4816.56201997257,4796.28390561271,1,NaN,Inf,Inf
Disp_1264,43,2314.46,66229700,0.356128,39.1156381105181,17.8699,5000.00021280979,976.3086618,360.367637846019,6630.04906344598,6599.83546372258,1,-90,2423.88354687367,0.196625307202339
Disp_1265,10,2397.64,88280600,0.358823,43.6409662181788,13.8038,5000.01057950159,235.208484,72.8823719113462,3500.07834080801,2588.85402050807,1,40,384.508089583923,0.00905052199959755
Disp_1266,21,1650.22,61698500,0.393337,35.9495654719569,15.6389,5000.00233160049,339.9618222,140.379453223191,3112.0672129486,2967.09962201457,1,NaN,Inf,Inf
Disp_1267,34,1881.12,43642500,0.355251,39.3071819489008,16.1168,5000.00428904866,627.4287648,229.966528878345,4325.82173738116,4293.78011744889,1,NaN,Inf,Inf
Disp_1268,5,2345.29,50424600,0.291259,22.5435069965974,16.5911,5000.0010314484,115.0364745,70.9332317176583,913.454641815843,477.864823028763,1,90,406.111781005731,0.108303889632225
Disp_1269,19,2104.68,47069200,0.356794,28.0861423495647,16.9872,4999.99727198498,392.2913052,207.601141340404,2500.22166081145,2396.12352716205,1,35,3011.65224813932,0.6873379945755
Disp_127,17,2278.15,85782700,0.37619,28.4188388571677,15.718,4999.99786676037,379.9270755,199.11468473292,2989.83436624718,2730.15365945449,1,NaN,Inf,Inf
Disp_1270,47,2283.82,61571000,0.293098,37.5550862145915,16.8556,4999.99438747707,1053.0008874,411.171673647185,6678.11890614635,6654.7404807079,1,NaN,Inf,Inf
Disp_1271,45,1669.98,99611800,0.37787,30.3081119664281,12.0928,4999.99926515583,737.212671,365.178400709985,5178.83884617704,5133.67637972613,1,NaN,Inf,Inf
Disp_1272,44,2236.9,33744100,0.319132,37.2938566673974,13.2878,5000.00412707596,965.535516,380.514548851032,4979.85178966495,4968.14979973823,1,NaN,Inf,Inf
Disp_1273,28,2242.96,77213500,0.250901,20.3049076039655,17.9662,4999.99951859429,616.0962528,402.301005336534,3022.67301962415,2948.79232692933,1,80,6260.3157143951,1.99999749660492
Disp_1274,17,1688.51,79355500,0.311486,37.4658945689472,14.7891,4999.99730463629,281.5928127,110.302980862057,3244.74845112775,2910.11166568315,1,0,1709.52599490455,0.0874146819114685
Disp_1275,9,1776.36,30944900,0.260293,38.5990065280853,19.4654,5000.00151904345,156.8348244,58.9909026964227,1663.67413794981,1317.80278488142,1,-15,1609.01867023968,0.409926176071167
Disp_1276,49,2392.85,94354000,0.338427,34.4272955754321,14.6411,5000.00118964137,1150.2190665,499.93119040172,7638.58109487215,7604.37146548741,1,NaN,Inf,Inf
Disp_1277,17,2273.1,65380400,0.31655,27.3597490336111,19.9959,5000.00228544234,379.084887,204.866582188881,2673.49127704083,2480.31568536277,1,90,3536.74207120993,1.03749001026154
Disp_1278,17,1686.38,50036200,0.362009,27.4374145040063,18.1886,4999.99858172718,281.2375926,151.649093398585,1996.35106563437,1853.40448163842,1,NaN,Inf,Inf
Disp_1279,45,1798.66,44634000,0.354372,37.2163441659574,13.0861,4999.99730205134,794.018457,313.775205173635,4848.17768270147,4831.16393370403,1,-30,1796.52955003956,0.115840002894402
Disp_128,17,2055.42,75569100,0.311838,44.6938107307004,18.2464,5000.00212671669,342.7823934,101.697394858315,4238.89374373633,3895.28544129062,1,90,781.924946615877,0.0440005883574486
Disp_1280,21,1941.96,33846200,0.328911,28.0639650557264,15.4427,5000.00313449462,400.0631796,211.850658938397,2292.17397666365,2233.87979887254,1,NaN,Inf,Inf
Disp_1281,41,1765.09,92647900,0.325646,30.0040938187501,14.1258,5000.00288536897,709.9368489,354.924495849205,4948.94322260447,4896.81398016804,1,-15,3404.45721621464,0.239928305149078
Disp_1282,23,2239.17,36334700,0.331006,32.8311676797716,14.0996,4999.99911029158,505.2239271,231.309004485605,3101.63973534954,3047.05510041938,1,0,2715.08815390909,0.300209075212479
Disp_1283,42,1758.79,32417500,0.359587,25.2855559498956,16.6773,4999.99823460163,724.6566558,415.134106231203,3105.30793850143,3094.2172176793,1,NaN,Inf,Inf
Disp_1284,47,2386.25,44173400,0.288776,37.7325022906397,19.217,5000.00398455143,1100.2282875,426.915222294858,6076.25169962983,6061.58423047681,1,NaN,Inf,Inf
Disp_1285,20,1608.8,91441000,0.293071,40.9158338832645,16.3061,5000.0052552964,315.64656,108.913949253768,4035.19036350496,3712.72171238568,1,10,1837.98173099989,0.0874146819114685
Disp_1286,47,1790.06,38457000,0.333275,30.3271009567599,19.3475,4999.99341093957,825.3429642,408.597626983448,4098.62315052177,4086.79160417051,1,NaN,Inf,Inf
Disp_1287,27,2341.93,57001900,0.353678,29.9401833730884,16.6091,4999.99971703969,620.3069991,310.714505396669,3815.83440459562,3752.73741084411,0,NaN,Inf,Inf
Disp_1288,37,1685.67,78698000,0.333871,23.5943006697798,17.658,5000.00402987763,611.8476399,366.95080185031,3403.61871485624,3358.06233349689,1,NaN,Inf,Inf
Disp_1289,13,2246.59,56480000,0.255127,22.8074142754776,16.2387,5000.00060550996,286.5076227,175.447276032608,1793.16260024393,1559.91606926386,1,55,2055.16476951755,1.09359383583069
Disp_129,10,2343.72,55195100,0.337834,20.4054452376556,17.2722,4999.99615685865,229.918932,149.755139080012,1344.69092562186,1075.04516814684,1,55,1158.83379012881,0.758982300758362
Disp_1290,18,2112.09,71020100,0.392454,40.4463952721516,12.8468,4999.99713104276,372.9528522,131.004782248531,3874.34703713001,3631.67860063692,1,35,676.438718659251,0.0224209614098072
Disp_1291,49,2103.68,85970500,0.281041,29.8705201180493,15.1496,5000.0049889184,1011.2179392,507.589301188919,6145.13804058678,6114.10629662708,1,NaN,Inf,Inf
Disp_1292,18,1838.57,89952800,0.388139,28.4514096419888,18.1611,4999.99858798824,324.6546906,169.984878870629,2731.51217998994,2478.47589158252,1,25,2002.57944357239,0.239928305149078
Disp_1293,11,1683.36,56621900,0.389455,41.5080725685395,18.3561,4999.99290124728,181.6513776,61.2663658955716,2372.86049173786,1894.9523814436,1,NaN,Inf,Inf
Disp_1294,50,1666.89,84393500,0.368892,42.9100756703092,15.6166,4999.99024274317,817.609545,260.940348940346,7007.88430053371,6973.36681068179,1,-40,1437.56901392657,0.0397810637950897
Disp_1295,8,1752.53,63320700,0.372307,35.7779200101158,19.3719,4999.99940999467,137.5385544,57.1273162095911,1806.97060230272,1150.8491630474,1,-15,1069.38655023515,0.108303889632225
Disp_1296,11,2037.65,87249200,0.329132,39.6711610832318,14.0705,5000.00129851405,219.8828115,79.5139185927881,3061.53785872615,2314.19077707272,1,15,1113.98401685799,0.0582350753247738
Disp_1297,48,2076.01,80617900,0.36719,43.2371989620567,17.4398,5000.00430835516,977.5515888,307.908964441322,7692.66851887278,7659.78795135516,1,35,1924.09417700887,0.0582350753247738
Disp_1298,9,2098.4,56312200,0.2525,39.3867140232595,19.0934,4999.99511042149,185.267736,67.7058511319303,2368.05215574767,1720.06461761064,1,-10,1577.48521119194,0.20703125
Disp_1299,16,1851.08,85418900,0.31373,41.7804604026475,14.5326,5000.00435493626,290.5455168,96.9613723879269,3793.51449966112,3355.52911996199,1,40,491.565758403459,0.0126825589686632
Disp_13,5,2021.54,72611700,0.334254,28.9902147559265,14.2932,4999.99543925727,99.156537,51.099305832401,1227.27685010524,532.167412763933,1,-5,502.68043332514,0.0440005883574486
Disp_130,45,2064.61,74097200,0.398774,30.8397679570296,18.2216,4999.99946435423,911.4220845,444.191642410418,5440.99341020837,5412.75450623245,1,NaN,Inf,Inf
Disp_1300,5,1736.03,51925700,0.368738,22.4060566438194,13.0582,5000.00065974813,85.1522715,52.6949414097889,739.245649085618,362.965780825917,1,90,301.428834830402,0.0690740570425987
Disp_1301,17,2000.57,58815600,0.290304,27.029735086268,16.2766,4999.99561157172,333.6350589,182.013655912227,2360.68072688598,2183.96106415643,1,60,2977.95669859964,0.869178116321564
Disp_1302,33,2259.08,40063000,0.396653,25.4863652628023,18.9733,4999.99789917068,731.3319684,416.642531655931,3322.91278030027,3300.20764558149,1,NaN,Inf,Inf
Disp_1303,46,1927.99947668157,54570400,0.381509,32.6539681316373,14.6826,4999.99397801481,870.029043847325,400.592631942837,4987.99378577779,4968.91980215633,1,NaN,Inf,Inf
Disp_1304,15,2284.47,32384900,0.255235,38.5114443053359,16.4934,4999.99853302499,336.1597605,126.842845429233,2676.15585933059,2536.30076789079,1,0,3128.3353978675,0.534024477005005
Disp_1305,20,2281.16,95419200,0.271388,40.845251712643,18.6789,5000.00182653616,447.563592,154.848826604368,5078.7127301495,4762.66362529359,1,0,3375.87414972203,0.167111307382584
Disp_1306,26,2014.8,85720100,0.29382,31.4532514162544,12.0511,4999.99552950186,513.894888,245.743144061378,4112.62731926743,3979.90884704048,1,0,2220.1476493495,0.115840002894402
Disp_1307,22,2073.63,55236800,0.332051,20.1093933653435,18.5132,5000.00087793848,447.5308266,293.663619656101,2142.67368951817,2066.71687213137,1,NaN,Inf,Inf
Disp_1308,22,1702.21,41531700,0.267967,37.0171424107969,14.9122,5000.00161260709,367.3709622,146.193826533548,2993.8614710053,2904.58923090573,1,0,2631.51479006147,0.300209075212479
Disp_1309,27,2085.33,82810500,0.333975,30.7013208925215,16.9566,5000.00006052126,552.3413571,270.336439992499,4119.81314643143,4010.26685304036,0,NaN,Inf,Inf
Disp_131,50,1934.84,33610400,0.30886,26.8004177219954,14.7686,5000.00114555388,949.03902,521.132464776688,3981.13312399728,3972.96380677907,1,NaN,Inf,Inf
Disp_1310,47,1674.82,82893600,0.296442,30.2889088575899,12.1033,5000.00082611277,772.2092574,382.737424995106,5120.71406523556,5085.98984614883,1,0,3365.33779988899,0.186502352356911
Disp_1311,47,2309.37,68361000,0.386896,23.000110131897,12.8589,4999.99970845589,1064.7812259,648.736171927775,4686.71104655088,4667.39477901753,1,NaN,Inf,Inf
Disp_1312,26,2334.72,39725200,0.305164,41.4423174535802,19.2957,5000.0000187595,595.4936832,201.356839064285,4259.01024214536,4206.64027143707,1,NaN,Inf,Inf
Disp_1313,38,1915.41,37719800,0.29941,25.8401159374205,18.2111,5000.00079987779,714.0265398,402.809964297772,3314.11716660772,3296.42856236197,1,NaN,Inf,Inf
Disp_1314,40,2289.82,88115700,0.36295,28.6473732775982,17.2118,4999.99956273419,898.525368,467.756467529232,5414.6336512779,5369.95052217957,0,NaN,Inf,Inf
Disp_1315,27,2310.39,47300000,0.379137,30.1168839614728,18.5648,4999.9982886482,611.9529993,304.895999437402,3548.26191751799,3499.62174418722,0,NaN,Inf,Inf
Disp_1316,16,1997.22,49740400,0.37672,42.277604881595,13.0651,5000.0080421787,313.4836512,102.595874940281,3167.47108675678,2959.96759721859,1,40,512.27105843926,0.0224209614098072
Disp_1317,43,1641.41,89487100,0.358986,42.0802093961103,12.7926,5000.00205274935,692.3959803,228.372763860623,6419.95863255366,6366.09317172076,1,40,1133.34582148326,0.02541184425354
Disp_1318,19,2166.74,62153500,0.265429,32.8953214601079,12.3757,5000.00219266368,403.8586686,184.520647681538,3312.3557000569,3134.35595221928,1,0,1984.83310483381,0.148867562413216
Disp_1319,27,2276.4,55779300,0.392197,33.0426529291897,19.7919,4999.99566454753,602.950068,274.183573043975,3997.75038209507,3934.73652994181,0,NaN,Inf,Inf
Disp_132,40,1638.59,61357300,0.299377,30.134334430114,15.6732,4999.99978354572,642.982716,320.186689436468,4082.0629080564,4048.27890721268,0,NaN,Inf,Inf
Disp_1320,48,1745.58,77999100,0.252865,22.7769337683732,13.4398,5000.00113061509,821.9587104,503.741974113607,4128.02850985664,4101.4928193159,1,NaN,Inf,Inf
Disp_1321,44,1950.83,53727500,0.28422,32.9203113211727,15.7961,4999.99457648614,842.0562612,384.42220980352,5014.7149555549,4991.87377725794,1,0,4764.35790163818,0.409926176071167
Disp_1322,25,2337.5,71222600,0.328663,26.8412702151812,17.7878,4999.99770539479,573.271875,314.427954918826,3555.77230792918,3460.76085435104,1,NaN,Inf,Inf
Disp_1323,48,1844.03,34420700,0.284352,21.7846910582987,19.7607,4999.99894378963,868.3168464,546.067325138849,3287.18949385255,3278.39522654106,1,15,7723.76135336442,1.99998033046722
Disp_1324,21,1620.41,32674600,0.277201,20.2885056559642,16.3571,4999.99856874682,333.8206641,218.069186445182,1541.43960326942,1491.85906122707,1,NaN,Inf,Inf
Disp_1325,19,1706.95,37904400,0.355304,39.1184196186761,12.0661,4999.99553864315,318.1584105,117.424232456586,2704.92720847471,2601.81341647816,1,35,585.046308619205,0.0358172506093979
Disp_1326,31,2044.81,91476700,0.2856,34.3164962798775,14.468,4999.99922868533,621.8471691,271.272201771499,5174.07105478749,5069.59772131569,0,NaN,Inf,Inf
Disp_1327,34,1619.44,67992500,0.28978,26.6000822891052,15.3536,5000.0009003817,540.1480176,298.291140284499,3369.21265623821,3317.08537726802,1,NaN,Inf,Inf
Disp_1328,34,1632.46,35958000,0.357401,41.5395822160054,18.7006,4999.99568748485,544.4907084,183.418610908123,3826.17225118252,3799.77087877073,1,NaN,Inf,Inf
Disp_1329,44,1778.67,47524700,0.304501,33.2211436429744,19.8915,5000.00454161948,767.7451188,347.119084922966,4531.6532513294,4511.99877389811,1,NaN,Inf,Inf
Disp_133,23,1728.99865939601,96564700,0.312844,44.5278034740543,18.4083,5000.00295100134,390.113967519522,116.544482057523,5037.27751718093,4772.67008058037,1,90,886.488502091696,0.0358172506093979
Disp_1330,21,2227.21,33524300,0.334137,21.0783231505004,12.5456,4999.99958699941,458.8275321,293.813047652805,1990.07052847892,1943.26379723928,1,NaN,Inf,Inf
Disp_1331,21,2213.63,42178400,0.309755,35.3463682679306,13.4101,5000.00414473951,456.0299163,192.208438553835,3272.85394070054,3186.08075815154,1,10,2413.17469517339,0.263236433267593
Disp_1332,31,1893.96,50961900,0.335768,43.0225330537003,17.8674,5000.00593072882,575.9721756,182.994463450759,4699.33361109412,4647.17110747194,0,NaN,Inf,Inf
Disp_1333,10,2139.91,32369300,0.293867,43.0450778939426,13.2257,5000.00400349959,209.925171,66.6358024128294,2192.2443148962,1872.16230055333,1,40,348.288608847603,0.0224209614098072
Disp_1334,30,2083.51,97626200,0.253742,40.8881929042105,14.9778,5000.00031697016,613.176993,211.800507090265,6227.86122618045,6087.02463819199,1,NaN,Inf,Inf
Disp_1335,30,2081.26,44942700,0.392385,25.1734163108496,13.0153,5000.00097266299,612.514818,351.975863832325,3016.6928800266,2983.464560102,1,NaN,Inf,Inf
Disp_1336,20,1735.96,48324000,0.350825,29.8123536969094,14.0688,5000.00464203317,340.595352,171.264608931261,2428.44741572069,2322.37404097938,1,0,1472.16383584151,0.148867562413216
Disp_1337,9,1971.8,32709700,0.33693,21.636079679202,18.8285,4999.99671492262,174.090222,109.901421736893,1018.9346435604,819.321908065595,1,55,898.914885683187,0.740909814834595
Disp_1338,19,1706.12,32565800,0.353724,23.0508975517389,19.6253,5000.00242055902,318.0037068,193.489773208564,1631.79512218117,1570.85355549062,1,55,3256.90891479346,1.90590763092041
Disp_1339,12,2331.15,78929400,0.292034,24.7438651046305,13.1327,5000.00022530051,274.422978,159.559811230434,2066.8827642562,1685.25469281227,1,30,1728.19777824221,0.409926176071167
Disp_134,18,2173.92,54891500,0.321258,40.2962247847564,19.6971,5000.00469239315,383.8707936,135.606378525281,3624.05224602218,3440.02936132022,1,5,2785.90035838127,0.228684857487679
Disp_1340,7,2356.65,75422700,0.390284,43.1858947675672,14.2833,4999.99936566521,161.8311555,51.0791518482821,2591.96127131766,1521.88468491639,1,40,269.785867404661,0.00751675758510828
Disp_1341,20,1682.7,97642900,0.321127,37.9865589007263,17.682,5000.00397025416,330.14574,126.94876316298,3911.97710886524,3594.38921657101,1,0,1920.70152735283,0.0810203552246094
Disp_1342,49,2229.35,60975200,0.30523,38.8086438254577,18.3059,5000.00410958146,1071.6262515,400.015170819338,6860.02804236862,6838.92811239994,1,NaN,Inf,Inf
Disp_1343,9,1795.77,47089900,0.380307,20.6154070360091,15.6325,4999.99708801372,158.5485333,102.724649806533,996.338594626649,749.249160208519,1,90,703.008627677633,0.27529564499855
Disp_1344,32,1752.12,38256700,0.332427,29.0271444207685,19.2037,4999.99889517528,550.0255104,283.139973265623,3027.32814145578,2999.30898204723,1,NaN,Inf,Inf
