Folder,Depth,d,E,v,phi,psi,c,sv,sh,Delft_inf,Delft_sug,Exists,yield_angle,yield_stress,yield_strain,ID,maxs,Mw,Mc
Disp_225,43,2374.65,75317200,0.264167,26.995967622414,13.6532,4999.99485598672,1001.6986095,546.999772320193,5401.05242838743,5368.45787380296,1,NaN,Inf,Inf,589,8332.32727436443,60127277.7933255,15830323.9097212
Disp_226,28,1707.59,68646600,0.347636,29.9066721057878,19.7062,5000.00011173432,469.0408212,235.182374155931,3379.41410944173,3297.88608794154,1,NaN,Inf,Inf,590,3912.54920685147,50527861.4780552,24308201.9465509
Disp_227,12,1766.91,43964800,0.389144,34.403176630173,16.2355,4999.99979206129,208.0006452,90.4776288534256,1946.40055953647,1679.10181036793,1,5,996.565867571921,0.0874146819114685,591,1278.50193506316,30608585.0877316,16028907.741441
Disp_228,9,1762.24,52318200,0.311208,44.2858017652606,18.9865,5000.00486928896,155.5881696,46.9506110704915,2291.5862117804,1648.78630471391,1,5,1494.09250002132,0.12366408854723,592,1516.58574950185,34487167.6673081,17718400.7817293
Disp_229,7,2140.2,81753800,0.300045,27.3872806022312,13.0374,4999.99981552277,146.967534,79.3620741135876,1542.5746655946,874.834675143227,1,-20,810.624364689476,0.0874146819114685,593,2588.88371120379,58448858.1207509,26615735.7792127
Disp_231,36,2351.26,61610000,0.266786,29.1455703697303,14.3706,4999.9952961672,830.3709816,425.955249743918,4748.91800701202,4709.74614238259,1,NaN,Inf,Inf,594,7080.05487918576,49063326.0496852,17031583.4941241
Disp_232,35,1967.84,46788100,0.373746,22.3284588253356,17.8569,5000.00395856873,675.657864,418.964857585035,2985.39971426303,2961.40096232008,1,NaN,Inf,Inf,595,7367.67563913165,34507593.1411706,4679832.51306583
Disp_233,45,2331.95,44811200,0.387379,25.4397253465858,13.5476,4999.99894063398,1029.4393275,587.231983298398,4358.74795808898,4345.77844275333,1,NaN,Inf,Inf,596,5660.41176608793,32932539.3538995,6005797.92772096
Disp_234,25,2001.01,31466700,0.383279,36.4674694299167,16.4317,5000.00108492326,490.7477025,199.063811893714,3085.57142865284,3046.96561752219,1,NaN,Inf,Inf,597,2740.76200630141,22511444.326098,11835387.1233054
Disp_235,5,1608.16,30289900,0.311329,32.5668080336601,12.4765,5000.00161303308,78.880248,36.4203787354591,909.735799884762,468.482497969274,1,5,430.743477874129,0.0690740570425987,598,1188.38126179458,22479802.9401742,10894508.7016225
Disp_236,32,1892.51,46708100,0.348954,28.877320924592,17.8737,4999.99964420508,594.0967392,307.186146228056,3373.87637456985,3339.00901355398,1,NaN,Inf,Inf,599,4776.25451798088,34948021.0458821,11880470.79291
Disp_237,41,1724.32,48278100,0.253756,35.718189488491,18.5875,4999.9977897116,693.5387472,288.651526205039,4582.10613303777,4555.99975365702,1,0,4756.13767046962,0.5504150390625,600,6343.06027050117,37822901.7883124,18829404.2135895
Disp_238,33,1910.24,89182100,0.398272,39.4249264879863,12.0587,5000.00166249835,618.4019952,225.675523928709,5605.54821774454,5518.39643064133,1,40,1016.44620813725,0.02541184425354,601,1493.93123786008,56385298.0513539,26995610.8626018
Disp_239,25,1866.89,44664900,0.315134,23.569093457789,12.3479,4999.99964262666,457.8547725,274.779403943114,2367.74197354872,2315.62117534739,1,NaN,Inf,Inf,602,4275.87396326473,34259285.9962235,7126117.19937088
Disp_240,17,2391.23,66044700,0.335558,39.187396925347,17.1514,5000.00303515794,398.7854271,146.809335068861,3872.75386146706,3624.55358362479,1,NaN,Inf,Inf,603,2898.72486070151,43557427.8463091,22102382.6518775
Disp_241,18,2328.97,92635600,0.297084,36.3361599399674,15.7558,5000.00361029501,411.2495226,167.575260345432,4225.18069849511,3890.57260489036,1,0,2330.03960239364,0.108303889632225,604,2872.42168064839,66101267.5862908,32522891.6952184
Disp_242,10,2073.05,91603100,0.299497,35.6106507612465,16.7677,4999.99838800604,203.366205,84.9513293676568,2666.89552680306,1873.50831629731,1,-10,1236.73951489506,0.0874146819114685,605,1892.73586999501,63562330.2305642,30616109.3918491
Disp_243,16,2071.48,33649100,0.267506,32.3746418391465,12.4223,5000.00226799583,325.1395008,151.042561148749,2290.68833231315,2173.47599404586,1,0,1702.69481004331,0.263236433267593,606,3230.26211154069,26579755.2710475,11830661.2260818
Disp_244,36,2314.63,77244100,0.344933,33.4743228969459,14.1337,4999.99926119472,817.4347308,366.567795289903,5578.8409354493,5525.9545818139,1,0,4060.42850345219,0.196625307202339,607,4086.01659075971,57079285.3396581,27408346.495661
Disp_245,33,2268.96,46603900,0.332354,28.2405146357975,19.1991,4999.99770355563,734.5304208,386.969849439506,3832.75830494278,3801.91525843832,1,NaN,Inf,Inf,608,7861.16153311794,35403382.6788295,8971387.67277166
Disp_246,46,2073.14,98482500,0.266583,39.4077699210414,14.2047,5000.00184193314,935.5251564,341.620764660264,7781.95904261418,7730.79885661363,1,-90,1932.34229912046,0.101055018603802,609,5047.00962185286,68674350.182368,31244165.5588696
Disp_247,35,1744.02,67991800,0.295843,29.7810588160916,15.6357,4999.99838946,598.809267,301.38845102877,3993.03892028857,3941.89007418474,1,-30,4155.74893113261,0.566981375217438,610,4330.09852345798,52452917.8059988,22610933.2935575
Disp_248,49,1766.99,63686900,0.263255,30.374445325407,13.7663,4999.99790343493,849.3744231,419.889077333091,5045.71233978968,5023.03804277205,1,NaN,Inf,Inf,611,5996.19284745682,50774778.6771679,19030467.7148932
Disp_249,50,1730.14,34943700,0.256094,26.7797959144555,17.8449,5000.00137690671,848.63367,466.270939653679,3779.29998629184,3769.92120494575,1,85,7093.37383331755,1.99999749660492,612,8984.4077037849,28310723.0996713,5983559.3850379
Disp_25,50,1995.63,49176500,0.282257,30.5568806813628,16.1759,4999.99839305618,978.856515,481.212225812296,5075.56162692117,5061.06140897431,1,NaN,Inf,Inf,613,8117.85385367773,38854681.7772781,11435693.7912057
Disp_250,35,1651.81,73355300,0.269224,40.5179397197345,14.8179,5000.00039788722,567.1489635,198.680162416962,5240.83687985631,5169.66118963877,1,-90,1193.68482859224,0.0810203552246094,614,3400.57777132067,50863430.3876079,23698947.942898
Disp_251,11,1956.2,64897900,0.317574,38.4323560293662,15.6164,5000.00103122441,211.093542,79.8798548795288,2586.41026118194,2046.51044894513,1,5,1326.86162792971,0.0874146819114685,615,1589.76459849002,44610748.1417932,21821507.9444447
Disp_252,10,1729.49,50545700,0.277253,21.5565440957088,18.046,4999.99996667831,169.662969,107.325526618244,1136.86004658096,872.480060423471,1,45,908.192047370621,0.566981375217438,616,4860.3586768929,38776010.1673281,17172118.4623795
Disp_254,6,1727.65,99871500,0.259694,43.7275847935127,14.1058,5000.00271253148,101.689479,31.3986197294895,2354.30277141518,943.263898136883,1,20,671.21663728581,0.0321044921875,617,975.826056190864,63071871.2312844,26319655.4188152
Disp_255,21,2021.64,86228200,0.259512,39.8807794447263,16.8675,4999.99607789702,416.4780564,149.435558195592,4586.32083338848,4328.21143006322,1,0,3027.15423040552,0.167111307382584,618,3027.15423040552,59464105.2843057,28388645.0403223
Disp_256,41,1626.05,78240900,0.371637,20.1709295796045,17.0992,4999.99918013811,654.0135705,428.495311531,3075.73715984756,3044.0374436962,1,NaN,Inf,Inf,619,7491.28161755295,57429419.1820597,13757938.2825184
Disp_257,17,2251.58,81371200,0.360737,20.8460017637386,17.8607,4999.99680675406,375.4959966,241.872966486209,2147.35763303028,1958.62579567938,1,90,2604.83178029424,1.20459234714508,620,8538.81602946054,59308323.7774697,24935406.2818642
Disp_258,42,2031.05,50441800,0.305851,40.5663660329682,13.0843,5000.0021900399,836.833221,292.616815428815,5654.85911840618,5630.23007507386,1,40,1406.46026197258,0.0582350753247738,621,3777.91938916623,34805411.449317,16421679.40035
Disp_259,11,1935.38,87668700,0.39576,41.4470106206302,19.3427,4999.99750580173,208.8468558,70.6054619095893,3055.90991042495,2309.04814845111,1,NaN,Inf,Inf,622,1291.59792383354,53413057.3381988,28216003.906024
Disp_26,8,1849.65,55093800,0.253818,25.5854187547057,17.0234,4999.9971744626,145.160532,82.4720523722543,1266.87795200302,840.479429552153,1,-45,1260.20577256871,0.263236433267593,623,4722.85576261097,42200997.0230332,19632653.8272888
Disp_260,49,2396.79,46473000,0.320053,34.5912170890161,14.5403,5000.00201225695,1152.1129851,498.038213253523,5967.63054798232,5954.2649098473,1,NaN,Inf,Inf,624,7044.39072551986,35697070.3601512,15931829.9591892
Disp_261,38,2092.06,67539400,0.304868,42.5961372061178,16.6306,5000.0031756046,779.8781268,252.036067341075,6313.47797869787,6266.20445974223,1,35,1526.12426523655,0.0582350753247738,625,4163.82319974855,46227845.7045152,23572764.8771121
Disp_262,48,1943.88,91259700,0.261553,39.7834100642043,13.4507,4999.99908765085,915.3342144,329.623551389208,7524.85487648288,7481.72130388935,1,40,1549.94488227328,0.0397810637950897,626,4704.80663472778,63985341.3373917,28684916.386809
Disp_263,49,1937.85,62526500,0.360095,25.9887212036179,16.529,5000.00334186419,931.5051165,523.324969008312,4599.65568951228,4581.66044904987,1,NaN,Inf,Inf,627,6371.12633140249,46506926.7937223,9644146.87954305
Disp_264,38,2224.65,94560300,0.265757,30.8026183460641,17.4461,4999.99992569809,829.305027,404.632752523174,5741.08868419326,5677.1297986146,1,NaN,Inf,Inf,628,7183.45955059208,74256622.9556096,33884201.4206726
Disp_265,41,1950.38,61571500,0.329907,38.9088352802479,12.4649,4999.99787542403,784.4623398,291.754833781244,5660.74745689774,5627.3418056538,1,-40,1327.61267240072,0.048480149358511,629,3099.21804995198,41355130.5153054,19105202.8393535
Disp_266,32,1697.39,85604300,0.317372,29.3644384376933,13.3406,5000.00342694595,532.8446688,271.557397903975,3916.62023653486,3834.31734286971,1,-20,2643.73984426405,0.217718422412872,630,2924.42481966253,64290827.9109377,29153001.4306076
Disp_267,24,2054.55,60448100,0.252469,36.6434558203642,18.2914,5000.00447502422,483.723252,195.020963052237,4067.34909048541,3952.22593185983,1,0,2958.23920486147,0.27529564499855,631,4768.74623783392,45641047.384719,22854150.9968834
Disp_268,38,2271.91,78188200,0.396184,27.8424396274653,12.7141,5000.0009661454,846.9226098,451.374407755326,4849.29689203497,4808.26085255582,1,NaN,Inf,Inf,632,3420.07971939197,56441456.5886017,18790840.6368822
Disp_269,35,1691.12,36314600,0.358,28.3852241001663,16.3123,4999.99892391561,580.646052,304.608462029771,3013.9556092266,2993.13838341682,1,NaN,Inf,Inf,633,4076.04356834739,27073770.2202892,6894657.3553347
Disp_27,44,1722.43,43241300,0.380482,21.6185754920227,17.151,4999.99754167702,743.4696852,469.556145175233,3048.84350373684,3035.64779369957,1,NaN,Inf,Inf,634,7214.55431868681,31817051.635268,3634934.57147257
Disp_270,45,1904.57,30033700,0.297224,37.408692232196,19.6162,4999.99324335741,840.7724265,330.006244670951,4410.4332639477,4400.15272494014,1,NaN,Inf,Inf,635,7417.77953605872,22336957.4237463,11704384.969649
Disp_271,6,1891.72,84025900,0.398987,23.3564131559896,19.888,5000.0019855315,111.3466392,67.2033076598596,1051.75249757447,533.385656090214,1,45,422.502891854621,0.0532237514853477,636,2113.17886231958,53733762.5486876,27676318.5917139
Disp_273,30,2198.95,65702200,0.351816,41.3398479693922,13.2475,5000.00065661729,647.150985,219.692230257474,5383.68879428388,5310.70138874474,1,40,1071.46850012285,0.0358172506093979,637,2473.06323233796,43471904.9526468,21265972.4047336
Disp_274,9,2070.22,98294600,0.388443,37.7186620589431,13.5254,4999.99771197508,182.7797238,70.9578815399411,2670.81656799471,1735.64677014638,1,NaN,Inf,Inf,638,980.845071005156,62884824.0777397,29856186.9611635
Disp_275,8,2290.56,58960800,0.328345,28.2585016289391,13.3775,4999.99940848903,179.7631488,94.6542195261028,1628.63616663145,1122.70457820871,1,-20,1046.0061268821,0.148867562413216,639,2428.90571286233,42961099.9717301,20075452.9368263
Disp_276,23,2342.59,42860300,0.269907,20.3350781206175,16.7809,5000.00080145621,528.5585817,344.879300477706,2314.79775745298,2261.30462283306,1,NaN,Inf,Inf,640,6719.28681869162,34135599.8040753,3791696.70056682
Disp_277,7,1754.59,31411000,0.270083,44.9003963763664,18.8136,5000.01022479143,120.4876953,35.4382661417172,1647.40214715911,1110.16957772698,1,15,1058.13991742738,0.176663920283318,641,1561.08612174723,21696827.4709747,11202728.7802091
Disp_278,5,2256.86,93793500,0.361872,25.3297839000987,14.5377,4999.99808885309,110.698983,63.3388837122802,1202.75955191852,520.233678665025,1,90,411.482797894939,0.0532237514853477,642,2191.88696181661,60355710.8631516,28318000.7312714
Disp_279,13,1779.28,87245400,0.334325,35.5665439749243,16.669,5000.00314319422,226.9115784,94.9288929184859,2770.57769410075,2234.36763810224,1,0,1158.52413719587,0.0582350753247738,643,1603.07410271445,59741506.4346232,29989987.2635489
Disp_28,34,2275.68,48746700,0.322311,20.8180723341505,16.5234,4999.99925183125,759.0303072,489.269562878707,3141.01643188297,3114.78834617133,1,NaN,Inf,Inf,644,7862.35300363766,37389302.46835,3941468.44523993
Disp_281,28,1858.03,53939700,0.298453,22.2114570737788,12.0296,5000.00131221463,510.3636804,317.432980717927,2570.31384934534,2519.78667608087,1,NaN,Inf,Inf,645,5067.13853521713,41862369.9242443,9666367.97357207
Disp_282,45,2219.63,60680500,0.376239,33.8935895759617,13.2638,4999.99760724021,979.8556635,433.436956677501,5755.33423519465,5732.78291038982,1,NaN,Inf,Inf,646,3970.95324488346,44382589.0530956,20200407.7862474
Disp_283,34,2106.32,96508300,0.268307,27.2721056630391,19.9054,5000.00033925323,702.5419728,380.625382935269,4623.09060506271,4544.22385860221,1,NaN,Inf,Inf,647,9814.8476290942,75798214.0268685,32965217.5709736
Disp_284,38,2092.55,82950500,0.281201,22.5575160030926,14.2495,4999.99866042659,780.060789,480.821147111011,3986.7146182329,3942.31988650856,1,NaN,Inf,Inf,648,8216.95148733832,65185842.2309814,17157295.911143
Disp_285,9,2091.07,69047600,0.303825,25.8136182230727,16.3508,4999.99787664526,184.6205703,104.228451777779,1587.35826189045,1118.31365364377,1,40,1043.05818046112,0.287620931863785,649,4818.84221111645,50707561.6830538,23907723.6060517
Disp_286,17,2041.5,47754200,0.354832,40.2722086696774,13.2942,4999.9953296909,340.460955,120.380262434682,3160.03118572425,2989.26326468265,1,40,568.744608305163,0.02541184425354,650,1773.28439429365,31254254.9615151,14919707.2002845
Disp_287,48,1936.79,44209300,0.389898,40.9571733061051,16.0405,5000.00575867859,911.9956752,314.187320515428,5550.44423091949,5536.44834918167,1,35,1770.88044771929,0.0940923765301704,651,2846.6105915672,28903942.1558269,15433299.6289583
Disp_288,15,1759.93,87835100,0.336138,32.1753997461158,14.7783,4999.99863036937,258.9736995,121.066861337538,2703.79358276642,2309.17706636327,1,0,1140.69191621258,0.0582350753247738,652,1669.11253105511,61723529.2434201,30196448.1162681
Disp_289,23,1793.67,65477500,0.332761,37.4284184040454,14.1402,4999.99792285201,404.7057621,158.737825873393,3739.00970221962,3602.16474433813,1,NaN,Inf,Inf,653,2301.98300822499,45849631.9534979,22794589.5470221
Disp_29,41,1926.92,68994900,0.342535,22.964271956268,17.2339,5000.00053057797,775.0264932,472.644441771644,3777.62811087378,3748.64828362501,1,NaN,Inf,Inf,654,8013.23106449899,51866171.0628484,8456243.32937531
Disp_290,35,2145.94,95756700,0.363145,22.4568760122465,18.572,4999.99772403651,736.808499,455.356522849966,3899.67843692942,3841.38894913454,1,NaN,Inf,Inf,655,8800.05120612429,70562666.9390246,23350608.3535019
Disp_291,21,1950.65,99115300,0.355453,26.6452442422568,14.3036,4999.99902402047,401.8534065,221.6362077496,3056.73150812938,2852.0102886129,1,NaN,Inf,Inf,656,2539.25106875886,71398648.4360077,33381483.3874407
Disp_292,8,2309.59,77632600,0.389964,36.1462270940019,14.391,4999.99811187866,181.2566232,74.3427549423892,2318.54492061187,1505.23114672594,1,10,894.352387701678,0.0440005883574486,657,1096.92700791698,51269408.0238445,25317791.5839079
Disp_294,28,2387.53,70151000,0.395861,30.4631248424345,15.7048,5000.0033147561,655.8067404,323.323399902047,4262.50254495143,4188.93968485145,1,0,2952.41397604886,0.176663920283318,658,3135.079712528,50379273.6524636,22327276.1516557
Disp_295,38,2093.24,84287400,0.398944,22.9409092991555,12.173,5000.00177093815,780.3180072,476.16442216394,3966.24880088421,3925.24824825062,1,NaN,Inf,Inf,659,3506.43756503452,60711071.8865426,15146303.0836359
Disp_296,9,2031.72,39624700,0.378891,40.7317792308824,16.9815,4999.99178090984,179.3805588,62.3313710409392,2013.38750822151,1589.03530417537,1,15,1021.77878154124,0.101055018603802,660,1354.26273258018,25571146.1689499,13520993.0310761
Disp_297,20,2346.77,43757000,0.367117,36.9380617040174,13.2542,4999.99875271398,460.436274,183.736485077231,3404.63699780568,3308.21387466262,1,25,1152.7664233262,0.0749075263738632,661,2407.63880873686,31020531.4611575,15890008.0744647
Disp_298,14,1851.62,33769500,0.313848,32.7357894352163,15.7263,4999.99974704338,254.3014908,116.783926613116,1956.48575756444,1804.63109432889,1,-30,2352.00628672784,0.51781564950943,662,2375.73352760503,25550453.8898893,12308074.2748214
Disp_299,17,1677.37,35994700,0.330199,42.2869811787518,13.1517,5000.00249065743,279.7349949,91.5168599705503,2637.03894336872,2505.05594078402,1,40,462.12387781937,0.02541184425354,663,1552.88504192026,24080357.0746977,11528188.6743951
Disp_3,38,2291.1,31054500,0.322027,35.0539492109814,14.3889,5000.00151708689,854.076258,363.539704264286,4298.51358479185,4284.21786206524,1,NaN,Inf,Inf,664,5844.16224709557,23882975.6267089,10481095.2893096
Disp_30,39,2290.58,68272200,0.273151,35.1317361778729,15.1126,4999.99565430658,876.3530022,372.04836041007,5917.05537735063,5875.81214129741,1,-5,5806.46695033329,0.424703687429428,665,6043.19902659516,52861040.757273,25523402.6422719
Disp_300,25,1977.13,38269100,0.349364,22.6790561845261,17.7818,5000.00044280341,484.8911325,297.932243647823,2268.65821786521,2228.47947122857,1,NaN,Inf,Inf,666,6424.0408382089,28695228.8064084,4322157.05094038
Disp_301,12,1722.43,82410200,0.282712,33.6895903538074,17.5534,5000.00587441366,202.7644596,90.2923791331046,2418.94481080284,1865.75253299476,1,-30,1822.81543990312,0.217718422412872,667,2353.29724091989,59133647.5232876,29248281.3247619
Disp_303,50,2144.77,36880500,0.319283,37.8407850345061,15.8961,5000.00001289391,1052.009685,406.633980148107,5479.45244380869,5469.48319085182,1,NaN,Inf,Inf,668,5990.63970376487,26590820.0172925,13432886.6322159
Disp_304,13,1679.86,92167500,0.328984,28.1235821498504,14.8446,4999.99764520552,214.2325458,113.248698263997,2097.30519658633,1655.65375655143,1,-35,1584.37031363434,0.196625307202339,669,2058.43879362519,65073141.931897,31230288.3170596
Disp_305,15,1786.23,80346900,0.252916,36.4851419687915,19.048,5000.00479614678,262.8437445,106.553092901275,3093.66291364386,2661.89260583528,1,-30,2820.97312380089,0.353118687868118,670,2912.24716044143,58427787.7469988,29043970.0812416
Disp_306,45,1945.33,63890400,0.328153,26.6548908089151,19.5313,4999.99695633417,858.7659285,473.510218110424,4501.29684515215,4477.84414145196,1,NaN,Inf,Inf,671,8712.12535502302,48584396.8301753,11063635.7043221
Disp_307,11,1790.25,96666700,0.383678,30.1686375782087,12.0061,5000.00192541276,193.1858775,96.1009355271777,2130.85250374137,1548.53281700431,1,0,782.210587870116,0.0321044921875,672,961.975234907612,64734306.0386886,30856075.2973158
Disp_308,8,1718.1,62179200,0.375017,30.6167221972141,18.9031,4999.99704853474,134.836488,66.1652613734276,1489.78562817849,955.37684410105,1,-40,1219.48166103785,0.157845586538315,673,1998.46233426632,42562751.1470169,22147550.7727748
Disp_309,49,2288.01,74464100,0.369385,24.8744508623976,16.1299,4999.9968973181,1099.8235269,637.203320890614,5244.73559680508,5223.91053587274,1,NaN,Inf,Inf,674,7454.50508860498,55028787.897249,10165210.2834467
Disp_31,10,2377.6,96995600,0.299146,42.8215765965159,18.95,5000.00414221071,233.24256,74.7034948257259,3615.24542008963,2587.66053135721,1,5,1864.17188552862,0.0874146819114685,675,2108.59882785522,63459623.7219254,31335714.9476972
Disp_310,46,2080.67,57495500,0.274976,33.1204774223975,19.4917,5000.0007952812,938.9231442,425.894293670828,5548.23661536754,5525.8857903562,1,NaN,Inf,Inf,676,9087.22523056604,45358747.6611276,20405210.5136701
Disp_311,21,2302.16,96372300,0.347754,23.1897722580731,13.8841,5000.00167464252,474.2679816,287.511764723267,2956.75559261954,2784.30327569881,1,NaN,Inf,Inf,677,4313.85985573649,70887605.6929842,29744526.6428294
Disp_312,38,2116.76,93467800,0.347884,37.2358332433133,18.0139,4999.99656571441,789.0857928,311.612226234504,6397.43112713817,6331.63199698032,1,NaN,Inf,Inf,678,4328.48878923856,64262648.7746711,33756657.8228786
Disp_313,15,2014.24,70895800,0.306697,33.8103624333613,16.4358,5000.00294069098,296.395416,131.467402855557,2898.12050758385,2570.70007632342,1,-25,2135.19918654673,0.228684857487679,679,2417.38703429161,51603824.9657865,25704485.5508471
Disp_315,24,1840.51,62402600,0.332122,37.7309989112313,14.758,4999.99796569408,433.3296744,168.151401041551,3856.88895832813,3740.19301386985,1,NaN,Inf,Inf,680,2514.3839053274,43595781.5892799,21860891.3729897
Disp_317,19,2396.61,95312000,0.383815,26.790690123109,17.9178,5000.00178427829,446.7041379,245.36006495263,3240.81949897992,3016.97132884618,1,NaN,Inf,Inf,681,3708.61913666616,67816114.5401861,32318022.6680984
Disp_318,34,2024.61,33186600,0.253015,39.9839921527598,15.0909,5000.00407313098,675.2884194,241.365935908305,4241.19903900458,4217.22716820185,1,5,4498.48565171366,0.51781564950943,682,5376.72428912267,23908542.0057255,11114297.6577226
Disp_319,30,1651.25,40728600,0.33294,22.9994287768871,14.2158,5000.00207952555,485.962875,296.086512225284,2347.04547956304,2315.79785812347,1,NaN,Inf,Inf,683,4693.84582723883,30872159.8495416,4964095.90230546
Disp_32,16,1701.24,85957000,0.259202,40.9967398994134,16.5072,5000.00461531657,267.0266304,91.8528656437488,3610.40969159916,3145.87520655994,1,0,2089.55549953151,0.115840002894402,684,2089.55549953151,58367561.5788102,27235124.5369539
Disp_320,22,2200.51,73334100,0.315932,27.915405972933,14.5155,4999.99563896373,474.9140682,252.574770074671,3288.38424181398,3152.20229855543,1,-35,3140.73558239581,0.395374178886414,685,3817.51074482195,55460495.9036304,24372006.0829982
Disp_321,32,1942.14,33971800,0.379079,43.6673580771583,13.2076,5000.0067566514,609.6765888,188.712939643745,4108.10360658037,4081.88734076446,1,40,1010.4489425161,0.0582350753247738,686,1834.77863195978,22525041.7112136,11715260.8170505
Disp_322,13,1673.42,88657500,0.271888,43.9283404055478,18.2449,5000.00465382469,213.4112526,65.3554563643433,3428.15168231876,2720.18985485104,1,NaN,Inf,Inf,687,1995.51168021742,58981249.6328092,28556969.9642223
Disp_323,6,1776.08,94900200,0.262915,37.8418698662739,14.9839,5000.00365579794,104.5400688,40.4063769110292,1968.26942666902,831.292005955158,1,10,617.097958780229,0.0321044921875,688,1396.87533950435,64058246.3957235,27622896.5636742
Disp_324,22,2166.89,41548100,0.337562,44.0920134173403,18.7035,5000.01039015482,467.6581998,142.255690426283,3893.75431142055,3810.04348527462,1,50,1022.77474812996,0.0810203552246094,689,3156.39073992243,27966648.8357784,15436109.3422865
Disp_325,46,2295.52,55231500,0.298399,20.1945284300583,18.7599,4999.99845839845,1035.8763552,678.28295553274,4001.02411282023,3985.25817003552,1,NaN,Inf,Inf,690,9779.59265651107,43243796.8435193,3746312.82767947
Disp_326,5,2386.41,47399100,0.327306,28.9327401856647,17.6931,5000.00273788558,117.0534105,60.4250112326053,1182.86987416908,608.337027338327,1,0,582.483705184273,0.0874146819114685,691,3096.41366764953,34435406.6534895,16749601.9141388
Disp_327,21,2089.67,90263300,0.283425,20.7755626184833,19.263,4999.99817373133,430.4929167,277.793542632542,2464.25303962792,2308.1511492436,1,-90,10499.4299869248,1.97136223316193,692,10562.6558198915,69548181.3226314,28744981.4163599
Disp_328,11,2070.95,79367500,0.276608,31.6375365688493,13.6387,5000.00493071586,223.4762145,106.253153732521,2370.86737196422,1811.97836730081,1,0,984.653040677539,0.0635174885392189,693,2194.47666203874,58465580.5507728,27236750.1272036
Disp_33,22,1890.16,43533900,0.313706,41.7801343503813,13.1443,5000.00242869803,407.9343312,136.138309742664,3539.74421183708,3446.1514595366,1,40,677.323893382531,0.0321044921875,694,2231.60962664395,29551709.8954768,14014513.6851301
Disp_330,8,1818.44,48391300,0.364763,29.6344700216468,19.1059,5000.00339723596,142.7111712,72.1455092465497,1372.91277555773,945.620046759296,1,50,826.087570807953,0.217718422412872,695,2793.5087535776,34267547.9354808,17528632.0507963
Disp_331,30,1810.32,51336300,0.354608,30.3335457624377,14.9301,4999.99880327796,532.777176,263.707098311369,3369.82772415467,3322.55322139602,1,0,2421.89334552501,0.20703125,696,2988.09275218427,38085203.7485827,16320010.5413505
Disp_332,33,1634.35,56877300,0.370047,26.2309665128821,19.4424,4999.9976135057,529.0881255,295.236080067659,3047.39941137272,3006.83228788555,1,NaN,Inf,Inf,697,4853.57554094348,41785390.2158661,13859212.6493518
Disp_334,33,2048.15,56322500,0.258748,32.9194848321313,18.2895,5000.00184742194,663.0475995,302.707783021054,4404.151165905,4356.40474749911,1,NaN,Inf,Inf,698,6759.43559353577,44641621.9825253,20924099.7914603
Disp_335,14,2246.39,66336700,0.270991,31.2307391555389,17.0084,4999.99438085788,308.5192026,148.556365524833,2706.40830832691,2382.11760735912,1,-35,3329.90227721251,0.583717405796051,699,4316.27261883985,50629702.450661,24491989.8807889
Disp_336,30,2091.02,70241300,0.376429,22.5348170363052,13.1769,4999.99968093953,615.387186,379.543260933729,3148.27297073149,3093.07599170671,1,NaN,Inf,Inf,700,4035.53006412319,51404669.8040268,13749701.9027376
Disp_337,10,1687.99,74936400,0.397252,28.3227146372124,15.9005,5000.00275638114,165.591819,87.0288946177702,1645.85506045329,1179.07561509403,1,-30,1159.28364680581,0.131776615977287,701,1283.80382132845,50631068.6603454,25468144.6872979
Disp_338,30,1629.63,52548300,0.288161,32.4238183940686,15.5538,4999.99817770284,479.600109,222.449204666539,3418.75952623777,3362.81819159454,1,NaN,Inf,Inf,702,3583.51911376959,40550895.2641416,19041773.4656385
Disp_339,11,1850.13,71556000,0.368487,23.002610403961,15.766,5000.00325455521,199.6475283,121.630651463566,1470.51626986817,1139.73001687033,1,90,1073.80702044246,0.313056647777557,703,3633.01915945727,50491515.7201662,23820858.7942715
Disp_34,12,2203.56,78153700,0.29705,35.7958160943142,16.4975,5000.00315517109,259.4030832,107.678622644861,2939.08455358405,2390.41027081405,1,0,1410.35176083635,0.0874146819114685,704,2340.89324120324,55662890.3789451,27585696.1623073
Disp_340,18,1732.56,47036000,0.386737,39.800230371797,16.8484,5000.00205319337,305.9354448,110.102254111881,2890.23505456926,2740.22471600008,1,90,748.026508628383,0.0810203552246094,705,1586.69513089903,30005031.3178771,15757425.7267364
Disp_341,5,1836.71,98262000,0.326875,44.0700362104732,19.1695,4999.99521525737,90.0906255,27.4292490263768,2158.50720632444,739.863212251696,1,20,594.103013489272,0.02541184425354,706,993.348607911844,58516778.7543236,28331115.6902537
Disp_343,13,1963.98,99717400,0.280024,34.1604038812646,18.399986087683,5000.00072795548,250.4663694,109.826581881732,3003.13004354645,2388.7349291135,1,-20,2196.20774225443,0.251446396112442,707,2885.06480069524,71129883.2948058,35225780.7142005
Disp_344,19,1682.11,68720200,0.303551,27.1501866535524,15.1406,4999.99715854298,313.5284829,170.457757945186,2380.81128612165,2205.23043530175,1,55,2509.12176618135,0.583717405796051,708,3131.14556517082,51783838.9695234,23590706.8037067
